"nume_actiune","timestamp"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
"searchCPU","2020-05-06"
